C_ID,T_ID,Text,Completion
74,1,암흑 기사의 공격 능력,"암흑 기사는 변형 차원검(Warp Blades)를 사용하여, 은폐 상태에서 적을 공격합니다.
- 공격력 : 45(+5)
- 사거리 : 0.1(근접)
- 공격 속도 : 1.694(아주 빠름 기준 1.21)
- 대상 : 지상 목표물"
74,2,암흑 기사의 방어 능력,"암흑 기사는 영구 은폐를 사용하는 암살 전사 입니다. 적에게 보이지 않지만 낮은 체력과 보호막을 가지고 있으므로, 적에게 발각되지 않게 조심히 사용해야 합니다.
- 생명력 : 40
- 보호막 : 80
- 방어력 : 1(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 경장갑-생체-사이오닉"
74,3,암흑 기사의 기본 능력,"암흑기사의 기본 능력은 두가지 입니다.
- 영구 은폐 : 암흑 기사는 영구 은폐 상태입니다.
- 집정관 합체 : 고위기사, 암흑기사 두명 혹은 고위기사-암흑기사를 희생하여 집정관을 탄생시킵니다."
74,4,암흑 기사에 적용 가능한 업그레이드,"암흑기사에 적용 가능한 업그레이드는 4가지가 있습니다.
- 그림자 걸음 : 암흑 기사가 주위의 대상 위치로 순간이동합니다. 20초(아주 빠름 기준 14초)에 한번씩만 사용할 수 있습니다.
- 지상 무기 업그레이드 1,2,3 단계 : 암흑 기사의 공격력을 업그레이드 합니다.
- 지상 장갑 업그레이드 1,2,3 단계 : 암흑 기사의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 암흑 기사의 보호막 방어력을 업그레이드 합니다."
75,0,스타2 프로토스 모선 기본 정보,모선(Mothership)은 스타크래프트2에 등장하는 궁극의 프로토스 함선 입니다. 대규모 소환과 시간 왜곡 능력을 사용할 수 있습니다. 주위 아군 유닛과 구조물을 은폐시킵니다.
75,1,모선의 공격 능력,"모선은 정화 광선(Purifier Beam)을 사용하여 지상 및 공중 목표물을 공격합니다.
- 공격력 : 6(+1) x 6
- 사거리 : 7
- 공격 속도 : 2.21(아주 빠름 기준 1.58)
- 대상 : 지상 및 공중 목표물"
75,2,모선의 방어 능력,"모선은 이동속도가 매우 느립니다. 대규모 소환과 같은 여러 능력을 사용할 수 있으므로 주위 유닛의 보호가 필요합니다.
- 생명력 : 250
- 보호막 : 250
- 방어력 : 2(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 중장갑-기계-사이오닉-거대-영웅"
75,3,모선의 기본 능력,"모선이 가진 기본 능력은 3가지가 있습니다.
- 대규모 소환 : 대상 지역에 있는 플에이어 유닛을 모두 모선 밑으로 소환합니다.
- 시간 왜곡 : 잠시 후 대상 지역의 시공간을 10초(아주 빠름 기준 7초)동안 왜곡합니다. 이 왜곡장 안의 모든 적 유닛과 구조물은 공격 속도와 이동 속도가 40%만큼 감소합니다.
- 은폐장 : 28초(아주 빠름 기준 20초)간 반경 5 내 주위 아군 유닛과 구조물을 은폐합니다. 재사용 대기 시간이 존재합니다."
75,4,모선에 적용 가능한 업그레이드,"모선은 세 가지 적용 가능한 업그레이드가 있습니다.
- 공중 무기 업그레이드 1,2,3 단계 : 모선의 공격력을 업그레이드 합니다.
- 공중 장갑 업그레이드 1,2,3 단계 : 모선의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 모선의 보호막 방어력을 업그레이드 합니다."
76,0,스타2 프로토스 우주모함의 기본 정보,우주모함(Carrier)는 스타크래프트2의 프로토스 주력함 입니다. 요격기를 생산하고 출격시켜 적을 공격합니다. 출격한 요격기는 적의 공격을 받아 파괴될 수 있습니다. 요격기는 우주모함마다 최대 8기를 보유할 수 있습니다.
76,1,우주 모함의 공격 능력,"우주 모함은 요격기(Interceptor)를 출격시켜 적을 공격합니다.
요격기 발사(Interceptor Launch) (숨겨짐)
- 공격력 : 없음 
- 사거리 : 8
- 무기 속도 : 0.375(아주 빠름 기준 0.27) (요격기 발사 속도)
- 요격기 유지 거리 : 14

요격기 광선(Interceptor Beam) (요격기가 떠다니며 실제 피해를 입힘)
- 공격력 : 5(+1) x 2
- 사거리 : 2
- 공격 속도 : 3(아주 빠름 기준 2.14)
- 대상 : 지상 및 공중 목표물"
76,2,우주 모함의 방어 능력,"우주 모함은 튼튼한 체력과 방어력을 가지고 있습니다. 단독으로 사용할 수 있지만, 지상군과 조합이 되면 막강한 파괴력을 자랑합니다.
- 생명력 : 300
- 보호막 : 150
- 방어력 : 2(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 중장갑-기계-거대 

우주모함에서 출격한 요격기의 방어 능력은 아래와 같습니다.
- 생명력 : 40
- 보호막 : 40
- 방어력 : 0(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 중장갑-기계-거대"
76,3,우주모함에 적용 가능한 업그레이드,"우주모함에 적용 가능한 업그레이드는 총 3가지 입니다.
- 공중 무기 업그레이드 1,2,3 단계 : 우주모함과 요격기의 공격력을 업그레이드 합니다.
- 공중 장갑 업그레이드 1,2,3 단계 : 우주모함과 요격기의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 우주모함과 요격기의 방어력을 업그레이드 합니다."
76,4,우주모함의 기본 능력,"우주모함의 기본 능력은 요격기 생산 입니다.
- 요격기 생산 : 우주모함의 대상을 자동으로 공격하는 요격기를 생산합니다. 생산된 요격기가 없는 우주모함은 공격할 수 없습니다. 자동 시전이 가능합니다."
77,0,우주모함의 요격기에 대한 기본 정보,요격기(Interceptor)는 스타크래프트2의 프로토스 우주모함에서 생산 가능한 무인 전투기 입니다. 우주모함이 지정한 공격 대상을 자동으로 타격합니다.
77,1,요격기의 공격 능력,"요격기는 낮은 체력과 방어력을 가지고 있습니다. 하지만 파괴될 경우, 우주모함에서 새로 생산이 가능합니다.

요격기 광선(Interceptor Beam) (요격기가 떠다니며 실제 피해를 입힘)
- 공격력 : 5(+1) x 2
- 사거리 : 2
- 공격 속도 : 3(아주 빠름 기준 2.14)
- 대상 : 지상 및 공중 목표물"
77,2,요격기의 방어 능력,"우주모함에서 출격한 요격기의 방어 능력은 아래와 같습니다.
- 생명력 : 40
- 보호막 : 40
- 방어력 : 0(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 경장갑-기계"
77,3,요격기에 적용 가능한 업그레이드,"요격기는 3가지 업그레이드가 가능합니다.
- 공중 무기 업그레이드 1,2,3 단계 : 요격기의 공격력을 업그레이드 합니다.
- 공중 장갑 업그레이드 1,2,3 단계 : 요격기의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 요격기의 방어력을 업그레이드 합니다."
77,4,요격기가 보유한 기본 능력,요격기가 보유한 기본 능력은 존재하지 않습니다.
78,0,스타2 관측선의 기본 정보,관측선(Observer)은 스타크래프트2의 프로토스 공중 정찰 비행선 입니다. 영구 은폐상태 이므로 적의 상황을 감시하는데 아주 유용합니다.
78,1,관측선의 공격 능력,"관측선은 공격이 불가능 합니다. 대신 영구 은폐와 탐지기 능력을 가지고 있으므로, 전장의 은폐 잠복 환상 유닛을 탐지하여 아군의 전투에 도움을 줄 수 있습니다."
78,2,관측선의 방어 능력,"관측선은 낮은 체력과 보호막을 가지고 있습니다. 하지만 영구 은폐를 가지고 있으므로 홀로 전장을 돌아다니며 정찰 활동을 수행할 수 있습니다.
- 생명력 : 40
- 보호막 : 20
- 방어력 : 0(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 경장갑-기계"
78,3,관측선에 적용 가능한 업그레이드,"중력 가속 업그레이드를 포함하여 3가지 적용 가능한 업그레이드가 있습니다.
- 중력 가속 : 관측선의 이동속도를 증가시킵니다.
- 공중 장갑 업그레이드 1,2,3 단계 : 관측선의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 관측선의 방어력을 업그레이드 합니다."
78,4,관측선의 기본 능력,"관측선이 보유한 기본 능력은 4가지 입니다.
- 감시 모드 : 관측선을 감시 모드로 전환합니다. 관측선의 시야가 25%만큼 증가하는 대신, 이동할 수 없습니다.
- 관측 모드 : 관측선을 일반 관측 모드로 전환합니다. 관측선의 시야 반경이 줄어드는 대신, 이동할 수 있습니다.
- 영구 은폐 : 관측선은 영구 은폐 상태입니다.
- 탐지기 : 관측선은 은폐, 잠복, 환상 유닛을 탐지할 수 있습니다."
79,0,스타2 예언자의 기본 정보,"예언자(Oracle)는 특수 능력을 사용하는 스타크래프트2 프로토스의 비행 유닛으로, 계시 정지장 수호물, 펄서 광선을 사용합니다."
79,1,예언자의 공격 능력,"예언자는 펄서 광선(Pulsar Beam)을 사용하여 적을 공격합니다. 펄서 광선은 활성화시 초당 1.4(아주 빠름 기준 2.01)의 에너지를 소모합니다.
- 공격력 : 15 (방어 무시) / 경장갑 상대 : 22(방어 무시)
- 사거리 : 4
- 공격 속도 : 0.86(아주 빠름 기준 0.61)
- 대상 : 지상 목표물"
79,2,예언자의 방어 능력,"예언자는 빠른 이동 속도와 계시를 사용한 은폐, 잠복 탐지로 정찰 및 전술 기동 유닛으로 활용할 수 있습니다. 빠른 이동속도를 활용해 예언자 부대를 별도로 운용할 수 있습니다.
- 생명력 : 100
- 보호막 : 60
- 방어력 : 0(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 중장갑-기계-사이오닉"
79,3,예언자가 보유한 기본 능력,"예언자는 4가지 기본 능력을 가지고 있습니다.
- 펄서 광선 활성화 : 펄서 광선을 충전하여 적 지상 목표물을 공격합니다.
- 펄서 광선 비활성화 : 펄서 광선을 비활성화하고 공격을 멈춥니다.
- 계시 : 일정 시간동안 대상 지역 안에 있는 적 유닛과 구조물을 볼 수 있습니다. 은폐하거나 잠복한 유닛과 구조물은 모습이 드러납니다.
- 정지장 수호물 : 대상 지점에 238초 (아주 빠름기준 170초) 동안 지속되는 은폐된 정지장 수호물을 설치합니다. 적 지상 유닛이 이를 활성화하면 주위 적들을 30초 (아주 빠름기준 21초) 동안 정지장 안에 가둡니다. 갇힌 유닛은 공격당하지 않으며 능력의 영향을 받지도 않습니다."
79,4,예언자에 적용 가능한 업그레이드,"예언자는 2가지 적용 가능한 업그레이드가 있습니다.
- 공중 장갑 업그레이드 1,2,3 단계 : 예언자의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 예언자의 방어력을 업그레이드 합니다."
80,0,스타2 프로토스 폭풍함의 기본 정보,폭풍함(Tempest)은 스타크래프트2에 등장하는 프로트스의 공중 공성 포함 입니다. 아주 먼 거리에서 공격이 가능하며 지상 및 공중 목표물을 타격합니다.
80,1,폭풍함의 공격 능력,"폭풍함은 공진 코일(Resonance Coil)을 사용하여 지상 목표물을 공격합니다. 그리고 에너지 과부하(Kinetic Overload)를 사용하여 공중 목표물을 공격합니다.

공진 코일 
- 공격력 : 40(+4) / 구조물 상대 : 40 --> 80(+4)(구조 불안정장치)
- 사거리 : 10
- 공격 속도 : 3.3(아주 빠름 기준 2.36)
- 대상 : 지상 목표물

에너지 과부하 
- 공격력 : 30(+3) / 거대 상대 : 52(+5)
- 사거리 : 14
- 공격 속도 : 3.3(아주 빠름 기준 2.36)
- 대상 : 공중 목표물"
80,2,폭풍함의 방어 능력,"폭풍함은 느린 이동속도를 가졌지만 매우 긴 사거리를 자랑합니다. 주력 부대 뒤에서 폭풍함을 운용할 수 있습니다.
- 생명력 : 200
- 보호막 : 100
- 방어력 : 2(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 중장갑-기계-거대"
80,3,폭풍함의 기본 능력,폭풍함이 보유한 기본 능력은 존재하지 않습니다.
80,4,폭풍함에 적용 가능한 업그레이드,"폭풍함은 4가지 업그레이드가 가능합니다.
- 구조 불안정 장치 : 폭풍함의 공진 코일이 구조물에 +40의 피해를 줍니다.
- 공중 무기 업그레이드 1,2,3 단계 : 폭풍함의 공격력을 업그레이드 합니다.
- 공중 장갑 업그레이드 1,2,3 단계 : 폭풍함의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 폭풍함의 방어력을 업그레이드 합니다."
81,0,파수기의 기본 정보,"파수기(Sentry)는 스타크래프트2에 등장하는 프로토스의 지상 지원 유닛 입니다. 에너지 조작 유닛으로. 역장, 수호 방패, 환상을 사용할 수 있습니다."
81,1,파수기의 공격 능력,"파수기는 분열 광선(Disruption Beam)을 사용하여 지상 및 공중 목표물을 공격합니다.
- 공격력 : 6(+1)
- 사거리 : 5
- 공격 속도 : 1(아주 빠름 기준 0.71)
- 대상 : 지상 및 공중 목표물"
81,2,파수기의 방어 능력,"파수기는 낮은 체력과 보호막을 가진 지원 유닛이므로, 주력 부대의 호위가 필요합니다.
- 생명력 : 40
- 보호막 : 40
- 방어력 : 1(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 경장갑-기계-사이오닉"
81,3,파수기에 적용 가능한 업그레이드,"파수기는 3가지 적용 가능한 업그레이드가 있습니다.
- 지상 무기 업그레이드 1,2,3 단계 : 파수기의 공격력을 업그레이드 합니다.
- 지상 장갑 업그레이드 1,2,3 단계 : 파수기의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 파수기의 방어력을 업그레이드 합니다."
81,4,파수기의 기본 능력,"파수기는 3가지 기본 능력이 존재합니다.
- 역장 : 15초 (아주 빠름 기준 11초) 동안 지속하는 벽을 생성하여 지상 유닛의 이동을 방해합니다. 거대 유닛과 부딪히면 역장이 부서집니다.
- 수호방패 : 범위 4.5의 오라를 생성하여 아군 유닛이 받는 원거리 피해를 2만큼 감소시킵니다. 18초 (아주 빠름 기준 12.86초) 동안 지속됩니다.
- 환상 : 환상을 생성합니다. 환상은 능력을 사용하거나 적에게 피해를 줄 수 없으며 더 쉽게 죽습니다. 복제된 환상은 60초 (아주 빠름 기준 43초) 후 소멸합니다. 탐지 능력이 있는 적은 환상을 구별할 수 있습니다."
82,0,사도의 기본 정보,사도(Adept)는 스타크래프트2에 등장하는 프로토스의 지상 유닛 입니다. 원거리 특수 유닛으로. 사이오닉 이동을 사용할 수 있습니다.
82,1,사도의 공격 능력,"사도는 쐐기포(Glaive Cannon)을 사용하여 지상 목표물을 공격합니다.
- 공격력 : 10(+1) / 경장갑 상대 : 22(+2)
- 사거리 : 4
- 공격 속도 : 2.25 --> 1.5517(공명파열포) (아주 빠름 기준 1.61 -- > 1.11(공명파열포))
- 대상 : 지상 및 공중 목표물"
82,2,사도의 방어 능력,"사도는 경장갑 상대로 강한 공격력을 지녔지만, 공격속도가 느리므로 광전사, 추적자 등과 같이 사용하거나 사이오닉 이동을 사용하여 게릴라전을 유도할 수 있습니다.
- 생명력 : 70
- 보호막 : 70
- 방어력 : 1(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 경장갑-생체"
82,3,사도의 기본 능력 정보,"사도는 1가지 기본 능력이 존재합니다.
- 사이오닉 이동 : 이동할 수 있지만 공격 능력이 없으며 피해도 받지 않는 그림자를 투사합니다. 10초 (아주 빠름 기준 7초) 후 사도는 그림자의 위치로 순간이동합니다."
82,4,사도에 적용 가능한 업그레이드,"사도는 4가지 적용 가능한 업그레이드가 있습니다.
- 공명 파열포 : 사도의 공격 속도가 45%만큼 증가합니다.
- 지상 무기 업그레이드 1,2,3 단계 : 사도의 공격력을 업그레이드 합니다.
- 지상 장갑 업그레이드 1,2,3 단계 : 사도의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 사도의 방어력을 업그레이드 합니다."
83,0,분열기의 기본 정보,분열기(Disruptor)는 스타크래프트2에 등장하는 프로토스의 공성 지상 유닛 입니다. 정화 폭발을 사용하여 넓은 범위의 적을 공격할 수 있습니다.
83,1,분열기의 공격 능력,"분열기는 기본 공격 능력은 없지만, 정화폭발(Purification Nova)을 사용해 적을 공격합니다."
83,2,분열기의 방어 능력,"분열기는 기본 공격 능력이 없고, 재사용 대기시간이 긴 정화 폭발을 사용하여 공격하므로 반드시 주위 유닛의 호위가 필요합니다.
- 생명력 : 100
- 보호막 : 100
- 방어력 : 1(+1)
- 보호막 방어력 : 0(+1)
- 특성 : 경장갑-기계"
83,3,분열기가 보유한 기본 능력,"분열기의 기본 능력은 정화 폭발 입니다.
- 정화 폭발 : 3초 (아주 빠름 기준 2.14초) 동안 지속되는 에너지 구체를 발사합니다. 구체는 지속 시간 후 강력한 폭발 에너지를 방출하여 주위 지상 유닛과 구조물에 145의 방사 피해를 주고 추가로 55의 보호막 피해를 줍니다. 에너지 구체가 활성화되어 있는 동안 분열기는 이동 불가 상태가 됩니다."
83,4,분열기에 적용 가능한 업그레이드,"분열기는 두가지 적용 가능한 업그레이드가 있습니다.
- 지상 장갑 업그레이드 1,2,3 단계 : 분열기의 방어력을 업그레이드 합니다.
- 보호막 업그레이드 1,2,3 단계 : 분열기의 방어력을 업그레이드 합니다."
